 0.1000000E-02  0.1862634E+00  0.4992217E+00  0.1000000E+01  0.6870417E+00
 0.2000000E-02  0.1863018E+00  0.4989835E+00  0.9994909E+00  0.6868092E+00
 0.3000000E-02  0.1863437E+00  0.4987500E+00  0.9989829E+00  0.6865765E+00
 0.4000000E-02  0.1863889E+00  0.4985213E+00  0.9984760E+00  0.6863436E+00
 0.5000000E-02  0.1864376E+00  0.4982972E+00  0.9979702E+00  0.6861106E+00
 0.6000000E-02  0.1864896E+00  0.4980779E+00  0.9974657E+00  0.6858774E+00
 0.7000000E-02  0.1865449E+00  0.4978633E+00  0.9969624E+00  0.6856441E+00
 0.8000000E-02  0.1866036E+00  0.4976535E+00  0.9964605E+00  0.6854106E+00
 0.9000000E-02  0.1866655E+00  0.4974486E+00  0.9959600E+00  0.6851769E+00
 0.1000000E-01  0.1867306E+00  0.4972484E+00  0.9954609E+00  0.6849431E+00
 0.1100000E-01  0.1867990E+00  0.4970530E+00  0.9949633E+00  0.6847092E+00
 0.1200000E-01  0.1868705E+00  0.4968626E+00  0.9944672E+00  0.6844752E+00
 0.1300000E-01  0.1869452E+00  0.4966769E+00  0.9939727E+00  0.6842410E+00
 0.1400000E-01  0.1870231E+00  0.4964962E+00  0.9934799E+00  0.6840068E+00
 0.1500000E-01  0.1871040E+00  0.4963203E+00  0.9929887E+00  0.6837724E+00
 0.1600000E-01  0.1871881E+00  0.4961494E+00  0.9924992E+00  0.6835379E+00
 0.1700000E-01  0.1872753E+00  0.4959834E+00  0.9920115E+00  0.6833034E+00
 0.1800000E-01  0.1873655E+00  0.4958223E+00  0.9915256E+00  0.6830687E+00
 0.1900000E-01  0.1874587E+00  0.4956662E+00  0.9910415E+00  0.6828340E+00
 0.2000000E-01  0.1875549E+00  0.4955151E+00  0.9905593E+00  0.6825991E+00
 0.2100000E-01  0.1876542E+00  0.4953690E+00  0.9900791E+00  0.6823642E+00
 0.2200000E-01  0.1877564E+00  0.4952280E+00  0.9896008E+00  0.6821292E+00
 0.2300000E-01  0.1878616E+00  0.4950920E+00  0.9891245E+00  0.6818942E+00
 0.2400000E-01  0.1879698E+00  0.4949610E+00  0.9886503E+00  0.6816591E+00
 0.2500000E-01  0.1880809E+00  0.4948351E+00  0.9881781E+00  0.6814239E+00
 0.2600000E-01  0.1881949E+00  0.4947143E+00  0.9877081E+00  0.6811887E+00
 0.2700000E-01  0.1883118E+00  0.4945987E+00  0.9872402E+00  0.6809534E+00
 0.2800000E-01  0.1884316E+00  0.4944882E+00  0.9867745E+00  0.6807180E+00
 0.2900000E-01  0.1885543E+00  0.4943828E+00  0.9863111E+00  0.6804826E+00
 0.3000000E-01  0.1886799E+00  0.4942826E+00  0.9858499E+00  0.6802471E+00
 0.3100000E-01  0.1888083E+00  0.4941876E+00  0.9853910E+00  0.6800116E+00
 0.3200000E-01  0.1889395E+00  0.4940979E+00  0.9849344E+00  0.6797761E+00
 0.3300000E-01  0.1890736E+00  0.4940134E+00  0.9844802E+00  0.6795405E+00
 0.3400000E-01  0.1892106E+00  0.4939341E+00  0.9840284E+00  0.6793048E+00
 0.3500000E-01  0.1893503E+00  0.4938602E+00  0.9835790E+00  0.6790692E+00
 0.3600000E-01  0.1894929E+00  0.4937915E+00  0.9831321E+00  0.6788334E+00
 0.3700000E-01  0.1896382E+00  0.4937282E+00  0.9826877E+00  0.6785977E+00
 0.3800000E-01  0.1897864E+00  0.4936702E+00  0.9822457E+00  0.6783619E+00
 0.3900000E-01  0.1899373E+00  0.4936176E+00  0.9818064E+00  0.6781260E+00
 0.4000000E-01  0.1900910E+00  0.4935704E+00  0.9813696E+00  0.6778902E+00
 0.4100000E-01  0.1902475E+00  0.4935286E+00  0.9809354E+00  0.6776543E+00
 0.4200000E-01  0.1904067E+00  0.4934923E+00  0.9805039E+00  0.6774183E+00
 0.4300000E-01  0.1905688E+00  0.4934615E+00  0.9800750E+00  0.6771823E+00
 0.4400000E-01  0.1907336E+00  0.4934361E+00  0.9796489E+00  0.6769463E+00
 0.4500000E-01  0.1909011E+00  0.4934163E+00  0.9792254E+00  0.6767102E+00
 0.4600000E-01  0.1910714E+00  0.4934020E+00  0.9788047E+00  0.6764741E+00
 0.4700000E-01  0.1912445E+00  0.4933933E+00  0.9783868E+00  0.6762380E+00
 0.4800000E-01  0.1914203E+00  0.4933902E+00  0.9779717E+00  0.6760018E+00
 0.4900000E-01  0.1915988E+00  0.4933927E+00  0.9775594E+00  0.6757656E+00
 0.5000000E-01  0.1917801E+00  0.4934008E+00  0.9771500E+00  0.6755293E+00
 0.5100000E-01  0.1919642E+00  0.4934147E+00  0.9767435E+00  0.6752930E+00
 0.5200000E-01  0.1921510E+00  0.4934343E+00  0.9763399E+00  0.6750566E+00
 0.5300000E-01  0.1923406E+00  0.4934596E+00  0.9759392E+00  0.6748202E+00
 0.5400000E-01  0.1925329E+00  0.4934906E+00  0.9755415E+00  0.6745838E+00
 0.5500000E-01  0.1927279E+00  0.4935275E+00  0.9751468E+00  0.6743472E+00
 0.5600000E-01  0.1929258E+00  0.4935702E+00  0.9747551E+00  0.6741107E+00
 0.5700000E-01  0.1931263E+00  0.4936188E+00  0.9743665E+00  0.6738740E+00
 0.5800000E-01  0.1933297E+00  0.4936732E+00  0.9739809E+00  0.6736374E+00
 0.5900000E-01  0.1935358E+00  0.4937336E+00  0.9735984E+00  0.6734006E+00
 0.6000000E-01  0.1937447E+00  0.4937999E+00  0.9732190E+00  0.6731638E+00
 0.6100000E-01  0.1939563E+00  0.4938723E+00  0.9728428E+00  0.6729269E+00
 0.6200000E-01  0.1941708E+00  0.4939506E+00  0.9724698E+00  0.6726899E+00
 0.6300000E-01  0.1943880E+00  0.4940350E+00  0.9720999E+00  0.6724529E+00
 0.6400000E-01  0.1946080E+00  0.4941255E+00  0.9717333E+00  0.6722158E+00
 0.6500000E-01  0.1948309E+00  0.4942222E+00  0.9713699E+00  0.6719786E+00
 0.6600000E-01  0.1950565E+00  0.4943250E+00  0.9710098E+00  0.6717413E+00
 0.6700000E-01  0.1952849E+00  0.4944340E+00  0.9706530E+00  0.6715039E+00
 0.6800000E-01  0.1955162E+00  0.4945492E+00  0.9702995E+00  0.6712664E+00
 0.6900000E-01  0.1957503E+00  0.4946708E+00  0.9699493E+00  0.6710288E+00
 0.7000000E-01  0.1959873E+00  0.4947986E+00  0.9696025E+00  0.6707911E+00
 0.7100000E-01  0.1962271E+00  0.4949328E+00  0.9692591E+00  0.6705533E+00
 0.7200000E-01  0.1964697E+00  0.4950734E+00  0.9689191E+00  0.6703154E+00
 0.7300000E-01  0.1967153E+00  0.4952205E+00  0.9685826E+00  0.6700774E+00
 0.7400000E-01  0.1969637E+00  0.4953740E+00  0.9682495E+00  0.6698392E+00
 0.7500000E-01  0.1972150E+00  0.4955341E+00  0.9679199E+00  0.6696009E+00
 0.7600000E-01  0.1974692E+00  0.4957007E+00  0.9675939E+00  0.6693624E+00
 0.7700000E-01  0.1977264E+00  0.4958739E+00  0.9672713E+00  0.6691238E+00
 0.7800000E-01  0.1979865E+00  0.4960539E+00  0.9669524E+00  0.6688850E+00
 0.7900000E-01  0.1982496E+00  0.4962405E+00  0.9666370E+00  0.6686461E+00
 0.8000000E-01  0.1985156E+00  0.4964339E+00  0.9663253E+00  0.6684070E+00
 0.8100000E-01  0.1987846E+00  0.4966340E+00  0.9660172E+00  0.6681677E+00
 0.8200000E-01  0.1990566E+00  0.4968411E+00  0.9657128E+00  0.6679283E+00
 0.8300000E-01  0.1993316E+00  0.4970550E+00  0.9654121E+00  0.6676886E+00
 0.8400000E-01  0.1996096E+00  0.4972759E+00  0.9651151E+00  0.6674488E+00
 0.8500000E-01  0.1998907E+00  0.4975038E+00  0.9648218E+00  0.6672087E+00
 0.8600000E-01  0.2001749E+00  0.4977388E+00  0.9645323E+00  0.6669684E+00
 0.8700000E-01  0.2004621E+00  0.4979809E+00  0.9642466E+00  0.6667279E+00
 0.8800000E-01  0.2007525E+00  0.4982301E+00  0.9639648E+00  0.6664872E+00
 0.8900000E-01  0.2010460E+00  0.4984866E+00  0.9636868E+00  0.6662462E+00
 0.9000000E-01  0.2013426E+00  0.4987504E+00  0.9634127E+00  0.6660050E+00
 0.9100000E-01  0.2016424E+00  0.4990215E+00  0.9631425E+00  0.6657635E+00
 0.9200000E-01  0.2019454E+00  0.4993000E+00  0.9628763E+00  0.6655217E+00
 0.9300000E-01  0.2022516E+00  0.4995860E+00  0.9626140E+00  0.6652796E+00
 0.9400000E-01  0.2025611E+00  0.4998795E+00  0.9623557E+00  0.6650373E+00
 0.9500000E-01  0.2028738E+00  0.5001806E+00  0.9621014E+00  0.6647946E+00
 0.9600000E-01  0.2031898E+00  0.5004894E+00  0.9618512E+00  0.6645516E+00
 0.9700000E-01  0.2035091E+00  0.5008058E+00  0.9616051E+00  0.6643083E+00
 0.9800000E-01  0.2038317E+00  0.5011301E+00  0.9613631E+00  0.6640646E+00
 0.9900000E-01  0.2041577E+00  0.5014623E+00  0.9611252E+00  0.6638206E+00
 0.1000000E+00  0.2044871E+00  0.5018024E+00  0.9608915E+00  0.6635762E+00
 0.1010000E+00  0.2048199E+00  0.5021504E+00  0.9606620E+00  0.6633315E+00
 0.1020000E+00  0.2051562E+00  0.5025066E+00  0.9604367E+00  0.6630863E+00
 0.1030000E+00  0.2054959E+00  0.5028709E+00  0.9602158E+00  0.6628407E+00
 0.1040000E+00  0.2058392E+00  0.5032435E+00  0.9599991E+00  0.6625947E+00
 0.1050000E+00  0.2061859E+00  0.5036244E+00  0.9597867E+00  0.6623483E+00
 0.1060000E+00  0.2065363E+00  0.5040136E+00  0.9595787E+00  0.6621014E+00
 0.1070000E+00  0.2068903E+00  0.5044113E+00  0.9593752E+00  0.6618541E+00
 0.1080000E+00  0.2072479E+00  0.5048176E+00  0.9591760E+00  0.6616062E+00
 0.1090000E+00  0.2076091E+00  0.5052326E+00  0.9589813E+00  0.6613579E+00
 0.1100000E+00  0.2079741E+00  0.5056562E+00  0.9587912E+00  0.6611091E+00
