 0.1100000E+02 -0.1059674E+01  0.8829542E+00 -0.1683442E+01  0.6902743E+00  0.1434323E+01  0.5191266E+00 -0.5472272E+00  0.1036818E+01  0.1326249E+01 -0.1731010E+01  0.2260672E+00 -0.1756034E+01  0.1453963E+01 -0.1316968E+01 -0.4841469E+00  0.7123843E+00 -0.1852690E+00  0.1805518E+01  0.9759428E+00 -0.1117468E+01 -0.4604926E+00  0.1665941E+01  0.1493870E+01 -0.5778405E-01 -0.1317187E+01 -0.1320597E+01  0.3493532E+00 -0.1414048E+01  0.9322037E+00 -0.1043640E+00 -0.1907363E+00  0.4798289E+00  0.7661486E+00  0.4051407E-01  0.4682051E+00 -0.3626335E+00  0.1756733E+01 -0.1560698E+01 -0.1961049E+00  0.7141796E+00
 0.1200000E+02 -0.1028164E+01  0.8560475E+00 -0.1633796E+01  0.6692884E+00  0.1390325E+01  0.5033770E+00 -0.5308461E+00  0.1005164E+01  0.1285618E+01 -0.1679993E+01  0.2192335E+00 -0.1704298E+01  0.1409352E+01 -0.1277939E+01 -0.4696424E+00  0.6907204E+00 -0.1796973E+00  0.1749891E+01  0.9461690E+00 -0.1084264E+01 -0.4466925E+00  0.1614698E+01  0.1448013E+01 -0.5604351E-01 -0.1278152E+01 -0.1281462E+01  0.3387765E+00 -0.1372196E+01  0.9037793E+00 -0.1012222E+00 -0.1850006E+00  0.4652787E+00  0.7428345E+00  0.3929221E-01  0.4540093E+00 -0.3517525E+00  0.1702640E+01 -0.1514596E+01 -0.1902082E+00  0.6924607E+00
 0.1300000E+02 -0.9991587E+00  0.8312541E+00 -0.1588115E+01  0.6499528E+00  0.1349771E+01  0.4888672E+00 -0.5157633E+00  0.9759936E+00  0.1248170E+01 -0.1633053E+01  0.2129387E+00 -0.1656696E+01  0.1368233E+01 -0.1242019E+01 -0.4562870E+00  0.6707598E+00 -0.1745663E+00  0.1698609E+01  0.9187323E+00 -0.1053702E+01 -0.4339856E+00  0.1567461E+01  0.1405744E+01 -0.5444047E-01 -0.1242226E+01 -0.1245445E+01  0.3290333E+00 -0.1333680E+01  0.8775867E+00 -0.9832877E-01 -0.1797185E+00  0.4518740E+00  0.7213528E+00  0.3816683E-01  0.4409314E+00 -0.3417329E+00  0.1652773E+01 -0.1472173E+01 -0.1847778E+00  0.6724493E+00
 0.1400000E+02 -0.9723938E+00  0.8083500E+00 -0.1545977E+01  0.6320925E+00  0.1312296E+01  0.4754658E+00 -0.5018411E+00  0.9490439E+00  0.1213567E+01 -0.1589755E+01  0.2071256E+00 -0.1612788E+01  0.1330235E+01 -0.1208878E+01 -0.4439587E+00  0.6523219E+00 -0.1698290E+00  0.1651212E+01  0.8933851E+00 -0.1025500E+01 -0.4222558E+00  0.1523806E+01  0.1366684E+01 -0.5296036E-01 -0.1209080E+01 -0.1212214E+01  0.3200351E+00 -0.1298147E+01  0.8533894E+00 -0.9565725E-01 -0.1748418E+00  0.4394936E+00  0.7015093E+00  0.3712769E-01  0.4288528E+00 -0.3324832E+00  0.1606685E+01 -0.1433037E+01 -0.1797642E+00  0.6539646E+00
 0.1500000E+02 -0.9476392E+00  0.7871418E+00 -0.1507021E+01  0.6155563E+00  0.1277585E+01  0.4630592E+00 -0.4889605E+00  0.9240874E+00  0.1181518E+01 -0.1549726E+01  0.2017450E+00 -0.1572196E+01  0.1295040E+01 -0.1178232E+01 -0.4325524E+00  0.6352509E+00 -0.1654452E+00  0.1607303E+01  0.8699135E+00 -0.9994180E+00 -0.4114030E+00  0.1483365E+01  0.1330503E+01 -0.5159059E-01 -0.1178428E+01 -0.1181485E+01  0.3117058E+00 -0.1265289E+01  0.8309831E+00 -0.9318495E-01 -0.1703290E+00  0.4280325E+00  0.6831362E+00  0.3616595E-01  0.4176711E+00 -0.3239246E+00  0.1563989E+01 -0.1396853E+01 -0.1751247E+00  0.6368501E+00
 0.1600000E+02 -0.9246955E+00  0.7674615E+00 -0.1470928E+01  0.6002133E+00  0.1245365E+01  0.4515489E+00 -0.4770182E+00  0.9009269E+00  0.1151771E+01 -0.1512643E+01  0.1967540E+00 -0.1534592E+01  0.1262370E+01 -0.1149832E+01 -0.4219766E+00  0.6194114E+00 -0.1613799E+00  0.1566535E+01  0.8481316E+00 -0.9752447E+00 -0.4013403E+00  0.1445822E+01  0.1296918E+01 -0.5032022E-01 -0.1150024E+01 -0.1153009E+01  0.3039789E+00 -0.1234842E+01  0.8101904E+00 -0.9089211E-01 -0.1661441E+00  0.4173996E+00  0.6660881E+00  0.3527395E-01  0.4072976E+00 -0.3159886E+00  0.1524350E+01 -0.1363327E+01 -0.1708223E+00  0.6209702E+00
 0.1700000E+02 -0.9033886E+00  0.7491626E+00 -0.1437425E+01  0.5859489E+00  0.1215397E+01  0.4408490E+00 -0.4659241E+00  0.8793901E+00  0.1124105E+01 -0.1478220E+01  0.1921152E+00 -0.1499687E+01  0.1231983E+01 -0.1123463E+01 -0.4121515E+00  0.6046852E+00 -0.1576024E+00  0.1528608E+01  0.8278776E+00 -0.9527970E+00 -0.3919918E+00  0.1410897E+01  0.1265678E+01 -0.4913970E-01 -0.1123650E+01 -0.1126568E+01  0.2967968E+00 -0.1206575E+01  0.7908567E+00 -0.8876153E-01 -0.1622554E+00  0.4075155E+00  0.6502377E+00  0.3444499E-01  0.3976546E+00 -0.3086153E+00  0.1487474E+01 -0.1332203E+01 -0.1668246E+00  0.6062065E+00
 0.1800000E+02 -0.8835662E+00  0.7321167E+00 -0.1406271E+01  0.5726627E+00  0.1187471E+01  0.4308839E+00 -0.4555993E+00  0.8593260E+00  0.1098325E+01 -0.1446212E+01  0.1877959E+00 -0.1467229E+01  0.1203666E+01 -0.1098935E+01 -0.4030073E+00  0.5909687E+00 -0.1540860E+00  0.1493259E+01  0.8090093E+00 -0.9319139E+00 -0.3832910E+00  0.1378348E+01  0.1236567E+01 -0.4804068E-01 -0.1099119E+01 -0.1101975E+01  0.2901087E+00 -0.1180283E+01  0.7728463E+00 -0.8677808E-01 -0.1586356E+00  0.3983105E+00  0.6354736E+00  0.3367321E-01  0.3886742E+00 -0.3017524E+00  0.1453105E+01 -0.1303258E+01 -0.1631031E+00  0.5924551E+00
 0.1900000E+02 -0.8650938E+00  0.7162107E+00 -0.1377251E+01  0.5602666E+00  0.1161404E+01  0.4215874E+00 -0.4459742E+00  0.8406017E+00  0.1074263E+01 -0.1416398E+01  0.1837670E+00 -0.1436998E+01  0.1177233E+01 -0.1076082E+01 -0.3944824E+00  0.5781709E+00 -0.1508070E+00  0.1460254E+01  0.7914017E+00 -0.9124539E+00 -0.3751793E+00  0.1347961E+01  0.1209392E+01 -0.4701579E-01 -0.1076262E+01 -0.1079060E+01  0.2838700E+00 -0.1155788E+01  0.7560396E+00 -0.8492848E-01 -0.1552602E+00  0.3897233E+00  0.6216979E+00  0.3295344E-01  0.3802967E+00 -0.2953538E+00  0.1421016E+01 -0.1276294E+01 -0.1596331E+00  0.5796247E+00
 0.2000000E+02 -0.8478527E+00  0.7013444E+00 -0.1350179E+01  0.5486823E+00  0.1137032E+01  0.4129008E+00 -0.4369872E+00  0.8230997E+00  0.1051768E+01 -0.1388586E+01  0.1800033E+00 -0.1408797E+01  0.1152520E+01 -0.1054757E+01 -0.3865224E+00  0.5662111E+00 -0.1477447E+00  0.1429389E+01  0.7749441E+00 -0.8942919E+00 -0.3676050E+00  0.1319546E+01  0.1183983E+01 -0.4605852E-01 -0.1054933E+01 -0.1057678E+01  0.2780413E+00 -0.1132932E+01  0.7403311E+00 -0.8320096E-01 -0.1521078E+00  0.3816996E+00  0.6088237E+00  0.3228111E-01  0.3724690E+00 -0.2893787E+00  0.1391008E+01 -0.1251138E+01 -0.1563922E+00  0.5676344E+00
 0.2100000E+02 -0.8317376E+00  0.6874293E+00 -0.1324887E+01  0.5378407E+00  0.1114211E+01  0.4047719E+00 -0.4285839E+00  0.8067158E+00  0.1030705E+01 -0.1362604E+01  0.1764820E+00 -0.1382453E+01  0.1129378E+01 -0.1034828E+01 -0.3790790E+00  0.5550178E+00 -0.1448804E+00  0.1400480E+01  0.7595384E+00 -0.8773168E+00 -0.3605221E+00  0.1292935E+01  0.1160190E+01 -0.4516308E-01 -0.1035001E+01 -0.1037696E+01  0.2725875E+00 -0.1111575E+01  0.7256272E+00 -0.8158510E-01 -0.1491593E+00  0.3741914E+00  0.5967742E+00  0.3165217E-01  0.3651442E+00 -0.2837908E+00  0.1362904E+01 -0.1227633E+01 -0.1533611E+00  0.5564125E+00
 0.2200000E+02 -0.8166545E+00  0.6743863E+00 -0.1301227E+01  0.5276798E+00  0.1092811E+01  0.3971545E+00 -0.4207155E+00  0.7913569E+00  0.1010956E+01 -0.1338299E+01  0.1731829E+00 -0.1357810E+01  0.1107678E+01 -0.1016180E+01 -0.3721091E+00  0.5445272E+00 -0.1421978E+00  0.1373366E+01  0.7450973E+00 -0.8614295E+00 -0.3538896E+00  0.1267978E+01  0.1137879E+01 -0.4432435E-01 -0.1016350E+01 -0.1018997E+01  0.2674774E+00 -0.1091591E+01  0.7118443E+00 -0.8007160E-01 -0.1463978E+00  0.3671558E+00  0.5854808E+00  0.3106300E-01  0.3582805E+00 -0.2785579E+00  0.1336545E+01 -0.1205643E+01 -0.1505221E+00  0.5458951E+00
 0.2300000E+02 -0.8025197E+00  0.6621447E+00 -0.1279066E+01  0.5181447E+00  0.1072719E+01  0.3900071E+00 -0.4133387E+00  0.7769402E+00  0.9924148E+00 -0.1315536E+01  0.1700881E+00 -0.1334730E+01  0.1087303E+01 -0.9987076E+00 -0.3655742E+00  0.5346825E+00 -0.1396820E+00  0.1347902E+01  0.7315427E+00 -0.8465418E+00 -0.3476711E+00  0.1244542E+01  0.1116929E+01 -0.4353770E-01 -0.9988749E+00 -0.1001478E+01  0.2626833E+00 -0.1072870E+01  0.6989078E+00 -0.7865215E-01 -0.1438081E+00  0.3605545E+00  0.5748822E+00  0.3051039E-01  0.3518405E+00 -0.2736512E+00  0.1311791E+01 -0.1185044E+01 -0.1478598E+00  0.5360253E+00
 0.2400000E+02 -0.7892579E+00  0.6506412E+00 -0.1258286E+01  0.5091858E+00  0.1053831E+01  0.3832925E+00 -0.4064146E+00  0.7633913E+00  0.9749859E+00 -0.1294191E+01  0.1671813E+00 -0.1313088E+01  0.1068149E+01 -0.9823182E+00 -0.3594401E+00  0.5254326E+00 -0.1373199E+00  0.1323957E+01  0.7188044E+00 -0.8325742E+00 -0.3418337E+00  0.1222506E+01  0.1097234E+01 -0.4279903E-01 -0.9824828E+00 -0.9850449E+00  0.2581801E+00 -0.1055310E+01  0.6867509E+00 -0.7731932E-01 -0.1413765E+00  0.3543531E+00  0.5649236E+00  0.2999143E-01  0.3457907E+00 -0.2690448E+00  0.1288514E+01 -0.1165726E+01 -0.1453601E+00  0.5267517E+00
 0.2500000E+02 -0.7768015E+00  0.6398189E+00 -0.1238778E+01  0.5007587E+00  0.1036053E+01  0.3769773E+00 -0.3999080E+00  0.7506431E+00  0.9585834E+00 -0.1274154E+01  0.1644481E+00 -0.1292774E+01  0.1050121E+01 -0.9669276E+00 -0.3536756E+00  0.5167316E+00 -0.1350996E+00  0.1301414E+01  0.7068196E+00 -0.8194556E+00 -0.3363480E+00  0.1201763E+01  0.1078697E+01 -0.4210462E-01 -0.9670897E+00 -0.9696132E+00  0.2539453E+00 -0.1038821E+01  0.6753134E+00 -0.7606640E-01 -0.1390910E+00  0.3485207E+00  0.5555555E+00  0.2950354E-01  0.3401011E+00 -0.2647156E+00  0.1266601E+01 -0.1147589E+01 -0.1430105E+00  0.5180285E+00
 0.2600000E+02 -0.7650895E+00  0.6296265E+00 -0.1220447E+01  0.4928233E+00  0.1019303E+01  0.3710315E+00 -0.3937875E+00  0.7386354E+00  0.9431303E+00 -0.1255327E+01  0.1618753E+00 -0.1273686E+01  0.1033135E+01 -0.9524602E+00 -0.3482527E+00  0.5085381E+00 -0.1330103E+00  0.1280168E+01  0.6955315E+00 -0.8071217E+00 -0.3311874E+00  0.1182215E+01  0.1061230E+01 -0.4145113E-01 -0.9526200E+00 -0.9551072E+00  0.2499587E+00 -0.1023323E+01  0.6645412E+00 -0.7488736E-01 -0.1369403E+00  0.3430296E+00  0.5467334E+00  0.2904435E-01  0.3347443E+00 -0.2606426E+00  0.1245950E+01 -0.1130544E+01 -0.1407996E+00  0.5098140E+00
 0.2700000E+02 -0.7540668E+00  0.6200175E+00 -0.1203205E+01  0.4853433E+00  0.1003505E+01  0.3654276E+00 -0.3880244E+00  0.7273137E+00  0.9285564E+00 -0.1237620E+01  0.1594512E+00 -0.1255734E+01  0.1017114E+01 -0.9388476E+00 -0.3431463E+00  0.5008147E+00 -0.1310425E+00  0.1260123E+01  0.6848888E+00 -0.7955142E+00 -0.3263277E+00  0.1163775E+01  0.1044755E+01 -0.4083555E-01 -0.9390052E+00 -0.9414583E+00  0.2462020E+00 -0.1008743E+01  0.6543852E+00 -0.7377675E-01 -0.1349146E+00  0.3378546E+00  0.5384172E+00  0.2861176E-01  0.3296960E+00 -0.2568068E+00  0.1226467E+01 -0.1114510E+01 -0.1387171E+00  0.5020708E+00
 0.2800000E+02 -0.7436834E+00  0.6109499E+00 -0.1186974E+01  0.4782858E+00  0.9885901E+00  0.3601411E+00 -0.3825929E+00  0.7166284E+00  0.9147987E+00 -0.1220950E+01  0.1571649E+00 -0.1238835E+01  0.1001988E+01 -0.9260278E+00 -0.3383335E+00  0.4935275E+00 -0.1291872E+00  0.1241194E+01  0.6748448E+00 -0.7845806E+00 -0.3217473E+00  0.1146362E+01  0.1029200E+01 -0.4025511E-01 -0.9261833E+00 -0.9286044E+00  0.2426585E+00 -0.9950123E+00  0.6448010E+00 -0.7272960E-01 -0.1330049E+00  0.3329728E+00  0.5305702E+00  0.2820384E-01  0.3249337E+00 -0.2531911E+00  0.1208069E+01 -0.1099413E+01 -0.1367539E+00  0.4947649E+00
 0.2900000E+02 -0.7338938E+00  0.6023854E+00 -0.1171680E+01  0.4716211E+00  0.9744962E+00  0.3551496E+00 -0.3774695E+00  0.7065347E+00  0.9017993E+00 -0.1205245E+01  0.1550067E+00 -0.1222914E+01  0.9876946E+00 -0.9139444E+00 -0.3337933E+00  0.4866456E+00 -0.1274366E+00  0.1223301E+01  0.6653574E+00 -0.7742730E+00 -0.3174264E+00  0.1129905E+01  0.1014501E+01 -0.3970735E-01 -0.9140980E+00 -0.9164888E+00  0.2393133E+00 -0.9820720E+00  0.6357482E+00 -0.7174144E-01 -0.1312028E+00  0.3283635E+00  0.5231594E+00  0.2781885E-01  0.3204374E+00 -0.2497799E+00  0.1190679E+01 -0.1085187E+01 -0.1349013E+00  0.4878654E+00
 0.3000000E+02 -0.7246569E+00  0.5942892E+00 -0.1157260E+01  0.4653219E+00  0.9611665E+00  0.3504325E+00 -0.3726328E+00  0.6969916E+00  0.8895061E+00 -0.1190437E+01  0.1529677E+00 -0.1207902E+01  0.9741761E+00 -0.9025460E+00 -0.3295069E+00  0.4801410E+00 -0.1257833E+00  0.1206373E+01  0.6563880E+00 -0.7645477E+00 -0.3133468E+00  0.1114337E+01  0.1000598E+01 -0.3918999E-01 -0.9026978E+00 -0.9050603E+00  0.2361524E+00 -0.9698666E+00  0.6271900E+00 -0.7080816E-01 -0.1295010E+00  0.3240078E+00  0.5161546E+00  0.2745518E-01  0.3161884E+00 -0.2465589E+00  0.1174227E+01 -0.1071772E+01 -0.1331519E+00  0.4813442E+00
 0.3100000E+02 -0.7159346E+00  0.5866295E+00 -0.1143652E+01  0.4593634E+00  0.9485494E+00  0.3459712E+00 -0.3680631E+00  0.6879618E+00  0.8778710E+00 -0.1176465E+01  0.1510399E+00 -0.1193738E+01  0.9613799E+00 -0.8917859E+00 -0.3254569E+00  0.4739882E+00 -0.1242208E+00  0.1190345E+01  0.6479015E+00 -0.7553649E+00 -0.3094922E+00  0.1099598E+01  0.9874378E+00 -0.3870096E-01 -0.8919359E+00 -0.8942716E+00  0.2331635E+00 -0.9583458E+00  0.6190929E+00 -0.6992603E-01 -0.1278926E+00  0.3198885E+00  0.5095282E+00  0.2711140E-01  0.3121702E+00 -0.2435153E+00  0.1158651E+01 -0.1059110E+01 -0.1314984E+00  0.4751755E+00
 0.3200000E+02 -0.7076927E+00  0.5793773E+00 -0.1130803E+01  0.4537229E+00  0.9365974E+00  0.3417488E+00 -0.3637427E+00  0.6794111E+00  0.8668504E+00 -0.1163271E+01  0.1492158E+00 -0.1180365E+01  0.9492582E+00 -0.8816211E+00 -0.3216276E+00  0.4681635E+00 -0.1227429E+00  0.1175157E+01  0.6398658E+00 -0.7466884E+00 -0.3058475E+00  0.1085634E+01  0.9749706E+00 -0.3823836E-01 -0.8817696E+00 -0.8840800E+00  0.2303351E+00 -0.9474637E+00  0.6114262E+00 -0.6909163E-01 -0.1263713E+00  0.3159898E+00  0.5032549E+00  0.2678617E-01  0.3083671E+00 -0.2406371E+00  0.1143891E+01 -0.1047153E+01 -0.1299346E+00  0.4693359E+00
 0.3300000E+02 -0.6998993E+00  0.5725059E+00 -0.1118661E+01  0.4483795E+00  0.9252672E+00  0.3377494E+00 -0.3596551E+00  0.6713082E+00  0.8564041E+00 -0.1150806E+01  0.1474886E+00 -0.1167729E+01  0.9377668E+00 -0.8720125E+00 -0.3180044E+00  0.4626456E+00 -0.1213441E+00  0.1160754E+01  0.6322513E+00 -0.7384846E+00 -0.3023989E+00  0.1072393E+01  0.9631512E+00 -0.3780047E-01 -0.8721594E+00 -0.8744459E+00  0.2276565E+00 -0.9371780E+00  0.6041617E+00 -0.6830182E-01 -0.1249315E+00  0.3122973E+00  0.4973117E+00  0.2647828E-01  0.3047653E+00 -0.2379134E+00  0.1129895E+01 -0.1035853E+01 -0.1284545E+00  0.4638038E+00
 0.3400000E+02 -0.6925255E+00  0.5659909E+00 -0.1107183E+01  0.4433143E+00  0.9145189E+00  0.3339589E+00 -0.3557853E+00  0.6636244E+00  0.8464953E+00 -0.1139022E+01  0.1458520E+00 -0.1155784E+01  0.9268654E+00 -0.8629239E+00 -0.3145740E+00  0.4574148E+00 -0.1200193E+00  0.1147087E+01  0.6250311E+00 -0.7307230E+00 -0.2991337E+00  0.1059829E+01  0.9519383E+00 -0.3738569E-01 -0.8630693E+00 -0.8653333E+00  0.2251183E+00 -0.9274502E+00  0.5972737E+00 -0.6755373E-01 -0.1235679E+00  0.3087977E+00  0.4916774E+00  0.2618660E-01  0.3013516E+00 -0.2353344E+00  0.1116614E+01 -0.1025168E+01 -0.1270527E+00  0.4585595E+00
 0.3500000E+02 -0.6855445E+00  0.5598098E+00 -0.1096323E+01  0.4385095E+00  0.9043158E+00  0.3303639E+00 -0.3521195E+00  0.6563333E+00  0.8370903E+00 -0.1127874E+01  0.1443004E+00 -0.1144485E+01  0.9165168E+00 -0.8543221E+00 -0.3113242E+00  0.4524529E+00 -0.1187639E+00  0.1134108E+01  0.6181803E+00 -0.7233754E+00 -0.2960403E+00  0.1047901E+01  0.9412936E+00 -0.3699255E-01 -0.8544662E+00 -0.8567089E+00  0.2227114E+00 -0.9182446E+00  0.5907383E+00 -0.6684472E-01 -0.1222756E+00  0.3054789E+00  0.4863325E+00  0.2591012E-01  0.2981143E+00 -0.2328908E+00  0.1104003E+01 -0.1015058E+01 -0.1257242E+00  0.4535848E+00
