 0.1000000E+01  0.3130111E-03  0.3127773E-03  0.3142200E-03  0.3125566E-03  0.3137144E-03  0.3124064E-03  0.3124258E-03  0.3129931E-03  0.3134947E-03  0.3143344E-03
 0.2000000E+01  0.2949816E-03  0.2945673E-03  0.2971278E-03  0.2941767E-03  0.2962287E-03  0.2939110E-03  0.2939453E-03  0.2949494E-03  0.2958388E-03  0.2973313E-03
 0.3000000E+01  0.2788639E-03  0.2783095E-03  0.2817399E-03  0.2777875E-03  0.2805329E-03  0.2774325E-03  0.2774784E-03  0.2788204E-03  0.2800107E-03  0.2820131E-03
 0.4000000E+01  0.2643582E-03  0.2636949E-03  0.2678036E-03  0.2630710E-03  0.2663552E-03  0.2626470E-03  0.2627019E-03  0.2643057E-03  0.2657299E-03  0.2681314E-03
 0.5000000E+01  0.2512252E-03  0.2504773E-03  0.2551145E-03  0.2497747E-03  0.2534768E-03  0.2492973E-03  0.2493591E-03  0.2511656E-03  0.2527713E-03  0.2554850E-03
 0.6000000E+01  0.2392717E-03  0.2384582E-03  0.2435056E-03  0.2376949E-03  0.2417200E-03  0.2371764E-03  0.2372436E-03  0.2392062E-03  0.2409523E-03  0.2439095E-03
 0.7000000E+01  0.2283393E-03  0.2274755E-03  0.2328390E-03  0.2266658E-03  0.2309384E-03  0.2261160E-03  0.2261873E-03  0.2282691E-03  0.2301229E-03  0.2332687E-03
 0.8000000E+01  0.2182974E-03  0.2173953E-03  0.2229994E-03  0.2165507E-03  0.2210104E-03  0.2159773E-03  0.2160519E-03  0.2182234E-03  0.2201587E-03  0.2234489E-03
 0.9000000E+01  0.2090369E-03  0.2081064E-03  0.2138903E-03  0.2072361E-03  0.2118342E-03  0.2066453E-03  0.2067222E-03  0.2089599E-03  0.2109555E-03  0.2143547E-03
 0.1000000E+02  0.2004663E-03  0.1995152E-03  0.2054294E-03  0.1986266E-03  0.2033239E-03  0.1980236E-03  0.1981022E-03  0.2003869E-03  0.2024257E-03  0.2059048E-03
 0.1100000E+02  0.1925079E-03  0.1915426E-03  0.1975470E-03  0.1906418E-03  0.1954061E-03  0.1900305E-03  0.1901103E-03  0.1924265E-03  0.1944947E-03  0.1980300E-03
 0.1200000E+02  0.1850955E-03  0.1841213E-03  0.1901829E-03  0.1832131E-03  0.1880184E-03  0.1825969E-03  0.1826775E-03  0.1850125E-03  0.1870988E-03  0.1906709E-03
 0.1300000E+02  0.1781721E-03  0.1771933E-03  0.1832851E-03  0.1762817E-03  0.1811067E-03  0.1756634E-03  0.1757444E-03  0.1780880E-03  0.1801829E-03  0.1837759E-03
 0.1400000E+02  0.1716888E-03  0.1707088E-03  0.1768088E-03  0.1697972E-03  0.1746243E-03  0.1691790E-03  0.1692600E-03  0.1716037E-03  0.1736998E-03  0.1773005E-03
 0.1500000E+02  0.1656028E-03  0.1646246E-03  0.1707143E-03  0.1637157E-03  0.1685304E-03  0.1630992E-03  0.1631802E-03  0.1655171E-03  0.1676079E-03  0.1712056E-03
 0.1600000E+02  0.1598770E-03  0.1589030E-03  0.1649674E-03  0.1579988E-03  0.1627894E-03  0.1573858E-03  0.1574664E-03  0.1597908E-03  0.1618713E-03  0.1654570E-03
