 0.5000000E-02  0.3301748E-03  0.3301284E-03  0.3300851E-03  0.3300554E-03  0.3300593E-03  0.3301704E-03  0.3302669E-03  0.3300240E-03  0.3302588E-03  0.3300501E-03
 0.1000000E-01  0.3270750E-03  0.3269840E-03  0.3268990E-03  0.3268408E-03  0.3268485E-03  0.3270665E-03  0.3272558E-03  0.3267792E-03  0.3272400E-03  0.3268304E-03
 0.1500000E-01  0.3240324E-03  0.3238985E-03  0.3237734E-03  0.3236877E-03  0.3236992E-03  0.3240198E-03  0.3242986E-03  0.3235972E-03  0.3242753E-03  0.3236725E-03
 0.2000000E-01  0.3210454E-03  0.3208702E-03  0.3207066E-03  0.3205945E-03  0.3206094E-03  0.3210289E-03  0.3213938E-03  0.3204760E-03  0.3213634E-03  0.3205746E-03
 0.2500000E-01  0.3181125E-03  0.3178975E-03  0.3176968E-03  0.3175593E-03  0.3175777E-03  0.3180923E-03  0.3185400E-03  0.3174141E-03  0.3185027E-03  0.3175349E-03
 0.3000000E-01  0.3152322E-03  0.3149789E-03  0.3147425E-03  0.3145806E-03  0.3146022E-03  0.3152083E-03  0.3157360E-03  0.3144096E-03  0.3156920E-03  0.3145519E-03
 0.3500000E-01  0.3124031E-03  0.3121129E-03  0.3118421E-03  0.3116568E-03  0.3116815E-03  0.3123757E-03  0.3129803E-03  0.3114609E-03  0.3129299E-03  0.3116239E-03
 0.4000000E-01  0.3096238E-03  0.3092981E-03  0.3089943E-03  0.3087863E-03  0.3088141E-03  0.3095931E-03  0.3102718E-03  0.3085666E-03  0.3102152E-03  0.3087494E-03
 0.4500000E-01  0.3068930E-03  0.3065331E-03  0.3061975E-03  0.3059678E-03  0.3059984E-03  0.3068590E-03  0.3076093E-03  0.3057251E-03  0.3075467E-03  0.3059270E-03
 0.5000000E-01  0.3042094E-03  0.3038166E-03  0.3034504E-03  0.3031997E-03  0.3032332E-03  0.3041724E-03  0.3049915E-03  0.3029350E-03  0.3049231E-03  0.3031552E-03
 0.5500000E-01  0.3015719E-03  0.3011474E-03  0.3007516E-03  0.3004808E-03  0.3005169E-03  0.3015319E-03  0.3024174E-03  0.3001949E-03  0.3023434E-03  0.3004327E-03
 0.6000000E-01  0.2989792E-03  0.2985241E-03  0.2980999E-03  0.2978098E-03  0.2978485E-03  0.2989363E-03  0.2998858E-03  0.2975034E-03  0.2998065E-03  0.2977582E-03
 0.6500000E-01  0.2964302E-03  0.2959457E-03  0.2954941E-03  0.2951853E-03  0.2952265E-03  0.2963845E-03  0.2973957E-03  0.2948592E-03  0.2973113E-03  0.2951304E-03
 0.7000000E-01  0.2939238E-03  0.2934109E-03  0.2929330E-03  0.2926062E-03  0.2926497E-03  0.2938754E-03  0.2949462E-03  0.2922611E-03  0.2948568E-03  0.2925481E-03
 0.7500000E-01  0.2914589E-03  0.2909186E-03  0.2904154E-03  0.2900712E-03  0.2901171E-03  0.2914080E-03  0.2925361E-03  0.2897079E-03  0.2924419E-03  0.2900101E-03
