-0.2324581E+01  0.1317455E+00  0.1461133E+01 -0.3853339E+00 -0.9222939E+00  0.5624912E+00
-0.2069715E+01  0.2057990E+00  0.1921520E+01 -0.2814605E+00 -0.8645297E+00  0.5188028E+00
-0.2012519E+01  0.3792370E+00  0.1775431E+01 -0.2519799E+00 -0.6861699E+00  0.5528439E+00
-0.2328006E+01  0.2222770E+00  0.1404988E+01 -0.2392142E+00 -0.6049815E+00  0.4404100E+00
-0.2285177E+01  0.1857622E+00  0.1361231E+01 -0.3721923E+00 -0.9400662E+00  0.4091202E+00
-0.2241640E+01  0.1581902E+00  0.1313439E+01 -0.5371579E+00 -0.9660713E+00  0.4809459E+00
-0.2125035E+01  0.1928449E+00  0.1325210E+01 -0.4905276E+00 -0.9560575E+00  0.4875598E+00
-0.2202623E+01  0.2437918E+00  0.1691615E+01 -0.2347363E+00 -0.5014919E+00  0.6995398E+00
-0.2084886E+01  0.1103247E+00  0.1368893E+01 -0.5199300E+00 -0.1009024E+01  0.4883632E+00
-0.2103940E+01  0.3101257E+00  0.1471146E+01 -0.2767499E+00 -0.7584342E+00  0.5094076E+00
-0.1852769E+01  0.2165841E+00  0.1309293E+01 -0.4772371E+00 -0.9529592E+00  0.3631635E+00
-0.2411942E+01  0.1064930E+00  0.1126267E+01 -0.5201263E+00 -0.9366058E+00  0.4127794E+00
-0.2393889E+01  0.1934225E+00  0.1332786E+01 -0.3198754E+00 -0.7540330E+00  0.6384760E+00
-0.2068902E+01  0.2630294E+00  0.1484521E+01 -0.3228934E+00 -0.1037780E+01  0.4327858E+00
-0.2055973E+01  0.3141951E+00  0.1442285E+01 -0.3631726E+00 -0.7825677E+00  0.4524412E+00
-0.2036987E+01  0.2178886E+00  0.1228888E+01 -0.3573311E+00 -0.9111275E+00  0.3703650E+00
-0.2570442E+01  0.1263411E+00  0.1354326E+01 -0.3062172E+00 -0.9999684E+00  0.4861963E+00
-0.1969983E+01  0.4120321E+00  0.1360339E+01 -0.5188647E+00 -0.9401712E+00  0.4545968E+00
-0.1918281E+01  0.2851490E+00  0.1389800E+01 -0.2703914E+00 -0.7672924E+00  0.4942013E+00
-0.2131598E+01  0.3044709E+00  0.1275818E+01 -0.4166684E+00 -0.5500060E+00  0.3953930E+00
-0.2034178E+01  0.9940281E-01  0.1503095E+01 -0.3757419E+00 -0.5395548E+00  0.5881707E+00
-0.2123210E+01  0.2082285E+00  0.1415774E+01 -0.4602099E+00 -0.9173056E+00  0.4474739E+00
-0.2240298E+01 -0.1013704E-01  0.1296810E+01 -0.4847267E+00 -0.7632748E+00  0.3763841E+00
-0.1846566E+01  0.3019044E+00  0.1367647E+01 -0.3663026E+00 -0.7767915E+00  0.3324863E+00
-0.2269300E+01  0.1504445E+00  0.1598322E+01 -0.3764476E+00 -0.7841269E+00  0.5388951E+00
-0.2070660E+01  0.1731428E+00  0.1472226E+01 -0.2978335E+00 -0.7807294E+00  0.5538572E+00
-0.2005824E+01  0.9970325E-01  0.1306839E+01 -0.4986088E+00 -0.8947555E+00  0.4560799E+00
-0.2151551E+01  0.7479815E-01  0.1184097E+01 -0.5968852E+00 -0.8312582E+00  0.5263353E+00
-0.2256103E+01  0.1546895E+00  0.1317182E+01 -0.5352161E+00 -0.1061555E+01  0.3854238E+00
-0.1984710E+01  0.3875663E+00  0.1321655E+01 -0.5491817E+00 -0.7175206E+00  0.2139426E+00
-0.2433089E+01  0.5698824E-01  0.1324780E+01 -0.4819399E+00 -0.1014307E+01  0.4761885E+00
-0.2430875E+01  0.1456556E+00  0.1517444E+01 -0.5031561E+00 -0.8818953E+00  0.5609731E+00
-0.2155357E+01  0.3050169E+00  0.1462201E+01 -0.3891119E+00 -0.8423848E+00  0.4087405E+00
-0.1942738E+01  0.2898573E+00  0.1243022E+01 -0.3495272E+00 -0.1144273E+01  0.4491418E+00
-0.2148203E+01  0.4032276E+00  0.1274668E+01 -0.4483324E+00 -0.8338165E+00  0.5751836E+00
-0.2101540E+01  0.2610408E+00  0.1699177E+01 -0.2712245E+00 -0.9464000E+00  0.5625823E+00
-0.2329799E+01  0.2036250E+00  0.1253410E+01 -0.5088145E+00 -0.1083791E+01  0.3713381E+00
-0.2138943E+01  0.1390462E+00  0.1363050E+01 -0.4246504E+00 -0.8797075E+00  0.5144210E+00
-0.2064809E+01  0.2697481E+00  0.1146187E+01 -0.4881392E+00 -0.1043311E+01  0.4074745E+00
-0.1991321E+01  0.2152219E+00  0.1355284E+01 -0.3517172E+00 -0.8985932E+00  0.3298529E+00
-0.2110325E+01  0.2195409E+00  0.1162428E+01 -0.4270864E+00 -0.7689747E+00  0.4274514E+00
-0.2181547E+01  0.1218265E+00  0.1294937E+01 -0.6348947E+00 -0.1284259E+01  0.3186368E+00
-0.2487398E+01  0.1263672E+00  0.1408554E+01 -0.4422749E+00 -0.1133879E+01  0.4055634E+00
-0.2116737E+01  0.1097332E+00  0.1308087E+01 -0.3550591E+00 -0.5511404E+00  0.5573259E+00
-0.2225689E+01  0.1572502E+00  0.1568498E+01 -0.3746641E+00 -0.6329380E+00  0.4558803E+00
-0.2111707E+01  0.2219763E+00  0.1480515E+01 -0.3684464E+00 -0.1005711E+01  0.4585147E+00
-0.2102251E+01  0.2086055E+00  0.1210231E+01 -0.4798466E+00 -0.9244929E+00  0.3093293E+00
-0.2303653E+01  0.8768517E-01  0.1530107E+01 -0.3349291E+00 -0.6301632E+00  0.5607501E+00
-0.2051281E+01  0.2646511E+00  0.1334603E+01 -0.4651576E+00 -0.8836571E+00  0.4910114E+00
-0.2409715E+01 -0.1166749E-01  0.1179723E+01 -0.5130619E+00 -0.7920024E+00  0.4945813E+00
-0.1956831E+01  0.3391206E+00  0.1428845E+01 -0.3447368E+00 -0.9913563E+00  0.4986198E+00
-0.2258073E+01  0.2643918E+00  0.1511865E+01 -0.4065377E+00 -0.5613507E+00  0.6060667E+00
-0.2015627E+01  0.3155370E+00  0.1230622E+01 -0.5646801E+00 -0.8458753E+00  0.4172084E+00
-0.2093875E+01  0.3816127E+00  0.1574628E+01 -0.3064952E+00 -0.8347295E+00  0.5851156E+00
-0.2130739E+01  0.5017400E-01  0.1263227E+01 -0.7068399E+00 -0.8258907E+00  0.4230743E+00
-0.1978624E+01  0.2769503E+00  0.1532691E+01 -0.2691354E+00 -0.1012846E+01  0.4573681E+00
-0.2163599E+01  0.9529207E-01  0.1375547E+01 -0.5383503E+00 -0.9691544E+00  0.4335896E+00
-0.2159282E+01  0.3655974E+00  0.1617487E+01 -0.2028167E+00 -0.7683534E+00  0.5405126E+00
-0.2166188E+01  0.1340446E+00  0.1208655E+01 -0.3636707E+00 -0.8523820E+00  0.5137627E+00
-0.2042848E+01  0.3379128E+00  0.1255503E+01 -0.4337884E+00 -0.9607930E+00  0.2839555E+00
-0.2034683E+01  0.2674712E+00  0.1346729E+01 -0.4106024E+00 -0.6681540E+00  0.4280530E+00
-0.2310898E+01  0.1603635E+00  0.1236548E+01 -0.4743789E+00 -0.1062262E+01  0.3798167E+00
-0.2003646E+01  0.1732593E+00  0.1269928E+01 -0.5288908E+00 -0.1071582E+01  0.4720715E+00
-0.2050955E+01  0.2961492E+00  0.1248541E+01 -0.4801220E+00 -0.8335026E+00  0.4748692E+00
-0.2235485E+01  0.4152897E+00  0.1416006E+01 -0.4467063E+00 -0.9948165E+00  0.4151369E+00
-0.2652410E+01  0.1942711E+00  0.1405153E+01 -0.5332363E+00 -0.7019920E+00  0.5187148E+00
-0.2141580E+01  0.2583177E+00  0.1540237E+01 -0.2877423E+00 -0.1049659E+01  0.3910420E+00
-0.2153626E+01  0.1816999E+00  0.1326993E+01 -0.3906460E+00 -0.1045955E+01  0.4331979E+00
-0.2203652E+01  0.2256229E+00  0.1161372E+01 -0.5697860E+00 -0.8679249E+00  0.5285208E+00
-0.1936154E+01  0.2135043E+00  0.1408987E+01 -0.2853737E+00 -0.8277570E+00  0.5028566E+00
-0.2161885E+01  0.3263347E+00  0.1603431E+01 -0.1922948E+00 -0.6860055E+00  0.5522516E+00
-0.2154029E+01  0.1591798E+00  0.1332628E+01 -0.4352751E+00 -0.7741049E+00  0.4507267E+00
-0.2036148E+01  0.3861839E+00  0.1226739E+01 -0.5455081E+00 -0.1139366E+01  0.3891557E+00
-0.2075414E+01  0.2418050E+00  0.1322761E+01 -0.2996891E+00 -0.9713363E+00  0.6392536E+00
-0.2106348E+01  0.2487565E+00  0.1472124E+01 -0.4595167E+00 -0.9637376E+00  0.3494599E+00
-0.1880096E+01  0.2927634E+00  0.1445107E+01 -0.3850073E+00 -0.1040859E+01  0.5195147E+00
-0.2203344E+01  0.2613006E+00  0.1644773E+01 -0.3888834E+00 -0.8618627E+00  0.5833322E+00
-0.2212191E+01  0.2932033E+00  0.1189308E+01 -0.4680677E+00 -0.8358784E+00  0.4555212E+00
-0.2288302E+01  0.1923429E+00  0.1216507E+01 -0.6129129E+00 -0.9394732E+00  0.5259525E+00
